,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,mileage,engine_size,horsepower,Seats,Price,Age
1039,Jeep Compass 1.4 Limited Option,2017,4000,Petrol,Automatic,First,16,1368,160,5,17.75,6
1040,Honda CR-V 2.4 AT,2010,94000,Petrol,Automatic,Second,10.1,2354,152,5,4.8,13
1041,Maruti Swift VXI,2013,61110,Petrol,Manual,First,18.6,1197,85.8,5,4.57,10
1042,Hyundai Xcent 1.1 CRDi S,2016,80000,Diesel,Manual,First,24.4,1120,71,5,3.5,7
1043,Nissan Terrano XV Premium 110 PS,2015,43190,Diesel,Manual,First,19.01,1461,108.5,5,7.61,8
1044,Audi A4 35 TDI Technology,2015,45000,Diesel,Automatic,First,18.25,1968,187.74,5,25,8
1045,Hyundai Grand i10 Asta Option,2016,44178,Petrol,Manual,First,18.9,1197,82,5,5.88,7
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,84415,Diesel,Manual,First,12.99,2494,100.6,8,13.5,8
1047,Hyundai i20 1.2 Magna,2015,35000,Petrol,Manual,First,18.5,1197,80,5,4.6,8
1048,Ford EcoSport 1.5 TDCi Titanium,2013,44000,Diesel,Manual,First,22.77,1498,98.59,5,4.9,10
1049,Honda City 1.5 S MT,2012,67635,Petrol,Manual,First,17,1497,118,5,5.25,11
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,18385,Petrol,Automatic,First,14.8,1497,121.36,5,12.41,5
1051,Volkswagen Polo Diesel Highline 1.2L,2014,35000,Diesel,Manual,First,22.07,1199,73.9,5,3.8,9
1052,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2010,49000,Diesel,Automatic,First,19.27,2143,170,5,8.95,13
1053,Ford Ecosport 1.5 DV5 MT Titanium,2013,69000,Diesel,Manual,First,22.7,1498,89.84,5,7.2,10
1054,Tata Indigo GLE,2017,23228,Petrol,Manual,First,14.4,1396,65,5,4.5,6
1055,Maruti Swift Dzire LDI,2014,68462,Diesel,Manual,First,26.59,1248,74,5,4.15,9
1056,Maruti S-Cross Zeta DDiS 200 SH,2016,74611,Diesel,Manual,First,25.1,1248,88.5,5,7.94,7
1057,Renault Duster 110PS Diesel RxZ Pack,2014,90000,Diesel,Manual,First,19.01,1461,108.45,5,7.25,9
1058,Maruti Wagon R VXI,2016,22000,Petrol,Manual,First,18.9,998,67.1,5,3.7,7
1059,Hyundai Santro Xing GL,2010,58163,Petrol,Manual,First,0,1086,62,5,2.45,13
1060,Chevrolet Beat Diesel LT,2011,109500,Diesel,Manual,Third,25.44,936,57.6,5,1.5,12
1061,Mahindra XUV500 W4 1.99 mHawk,2017,13363,Diesel,Manual,First,16,1997,140,7,12,6
1062,Hyundai i10 Era 1.1,2012,51000,Petrol,Manual,Second,19.81,1086,68.05,5,2.2,11
1063,Tata New Safari DICOR 2.2 EX 4x4,2007,103000,Diesel,Manual,First,13.93,2179,138,7,3.6,16
1064,Hyundai i10 Sportz,2009,43002,Petrol,Manual,First,20.36,1197,78.9,5,1.92,14
1065,Toyota Innova Crysta 2.8 ZX AT,2016,108000,Diesel,Automatic,First,11.36,2755,171.5,7,20.5,7
1066,Skoda Laura Elegance MT,2010,82407,Diesel,Manual,First,17.5,1896,106,5,4.25,13
1067,Hyundai Grand i10 Sportz,2013,29000,Petrol,Manual,First,18.9,1197,82,5,3.2,10
1068,Toyota Etios Liva GD,2012,225000,Diesel,Manual,Second,23.59,1364,null ,5,2.6,11
1069,Maruti Swift Dzire VDI,2014,45000,Diesel,Manual,First,23.4,1248,74,5,3.85,9
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,93401,Diesel,Manual,First,23,1396,90,5,3.48,13
1071,Ford Figo 2015-2019 1.5D Trend MT,2017,95802,Diesel,Manual,Second,25.83,1498,99,5,4.55,6
1072,Maruti Ertiga VDI,2016,130000,Diesel,Manual,First,25.47,1248,88.5,7,7,7
1073,Maruti Ertiga ZDI,2013,67443,Diesel,Manual,First,20.77,1248,88.8,7,5.75,10
1074,Honda City 1.5 V AT Sunroof,2016,47681,Petrol,Automatic,First,16.8,1497,116.3,5,8.73,7
1075,Maruti Alto LXi BSIII,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,1.7,14
1076,Ford Endeavour 3.2 Titanium AT 4X4,2016,68000,Diesel,Automatic,First,10.91,3198,197,7,29.5,7
1077,Maruti Vitara Brezza ZDi Plus,2019,34688,Diesel,Manual,First,24.3,1248,88.5,5,10.49,4
1078,Porsche Boxster S tiptronic,2015,10512,Petrol,Automatic,First,8.6,2706,265,2,64,8
1079,Maruti Swift ZDi,2016,58000,Diesel,Manual,First,22.9,1248,74,5,7.55,7
1080,Tata Zest Revotron 1.2 XT,2014,40000,Petrol,Manual,First,17.57,1193,88.7,5,3.95,9
1081,Hyundai i20 1.2 Sportz Option,2010,61000,Petrol,Manual,Fourth & Above,17,1197,80,5,3.25,13
1082,Skoda Fabia 1.4 TDI Active,2009,86000,Diesel,Manual,First,19.4,1422,70,5,2.75,14
1083,Toyota Corolla Altis D-4D J,2015,45000,Diesel,Manual,First,21.43,1364,87.2,5,7.35,8
1084,Volkswagen Ameo 1.2 MPI Comfortline,2017,55000,Petrol,Manual,First,17,1198,73.75,5,4.7,6
1085,Hyundai Creta 1.6 VTVT S,2016,36855,Petrol,Manual,Second,15.29,1591,121.3,5,8.77,7
1086,Hyundai i10 Magna 1.2,2013,46821,Petrol,Manual,First,20.36,1197,78.9,5,3.42,10
1087,Chevrolet Beat LS,2015,120000,Petrol,Manual,First,18.6,1199,76.8,5,2.5,8
1088,Jaguar XF 3.0 Litre S Premium Luxury,2012,29000,Diesel,Automatic,First,14.74,2993,270.9,5,20,11
1089,Nissan Terrano XL,2014,40000,Petrol,Manual,First,13.24,1598,102.5,5,5.25,9
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,60000,Diesel,Automatic,Second,15.73,1968,174.33,5,14.5,10
1091,Hyundai i10 Asta AT,2011,64984,Petrol,Automatic,First,16.95,1197,78.9,5,3.45,12
1092,Maruti Alto K10 VXI AGS,2015,73204,Petrol,Automatic,First,24.07,998,67.1,5,3.3,8
1093,Audi Q7 4.2 TDI Quattro Technology,2014,50000,Diesel,Automatic,First,11.33,4134,335.2,7,51,9
1094,Maruti Vitara Brezza VDi,2017,35000,Diesel,Manual,First,24.3,1248,88.5,5,6.5,6
1095,Hyundai EON D Lite Plus,2013,17729,Petrol,Manual,First,21.1,814,55.2,5,3.65,10
1096,Mahindra XUV300 W8 Diesel,2012,97000,Diesel,Manual,First,20,1497,115,5,7.25,11
1097,Hyundai Verna CRDi 1.6 SX Option,2014,89614,Diesel,Manual,First,22,1582,126.2,5,6.01,9
1098,Maruti Wagon R VXI,2015,14000,Petrol,Manual,First,18.9,998,67.1,5,2.8,8
1099,Hyundai i20 Sportz Option,2012,50000,Petrol,Manual,First,17,1197,80,5,4,11
1100,Honda City i VTEC V,2014,62505,Petrol,Manual,First,17.4,1497,117.3,5,5.95,9
1101,Toyota Innova 2.5 V Diesel 7-seater,2011,248000,Diesel,Manual,Second,12.8,2494,102,7,9.2,12
1102,Hyundai Verna CRDi SX,2012,94900,Diesel,Manual,First,16.8,1493,110,5,5.35,11
1103,Tata Hexa XT,2017,55000,Diesel,Manual,First,17.6,2179,153.86,7,12,6
1104,Audi Q7 3.0 TDI Quattro Premium Plus,2015,53735,Diesel,Automatic,Second,12.07,2967,241.4,7,38.94,8
1105,Maruti Wagon R VXI,2008,53934,Petrol,Manual,Second,18.9,998,67.1,5,2.69,15
1106,BMW 5 Series 2013-2017 525d Luxury Line,2013,58500,Diesel,Automatic,Second,17.09,1995,218,5,27.5,10
1107,Honda Amaze EX i-Vtech,2014,48000,Petrol,Manual,First,18,1198,86.7,5,2.75,9
1108,Maruti Alto 800 2016-2019 LXI,2016,24000,Petrol,Manual,First,24.7,796,47.3,5,2.8,7
1109,Hyundai Verna 1.6 SX VTVT,2016,52001,Petrol,Manual,First,17.01,1591,121.3,5,6.45,7
1110,Tata Tiago 1.2 Revotron XZ,2018,9565,Petrol,Manual,First,23.84,1199,84,5,5.88,5
1111,Maruti Swift LXI,2013,32953,Petrol,Manual,First,18.6,1197,85.8,5,4.65,10
1112,Hyundai EON Era,2014,18000,Petrol,Manual,First,21.1,814,55.2,5,2.5,9
1113,Mercedes-Benz E-Class E 220 d,2018,20446,Petrol,Automatic,First,12.6,1950,191.34,5,51.35,5
1114,Hyundai i20 Magna 1.4 CRDi,2016,33016,Diesel,Manual,First,22.54,1396,88.73,5,6.85,7
1115,Toyota Etios VD,2012,48000,Diesel,Manual,First,23.59,1364,67.05,5,5.25,11
1116,Toyota Corolla Altis Diesel D4DG,2014,72022,Diesel,Manual,First,21.43,1364,87.2,5,9.23,9
1117,Mini Cooper 5 DOOR D,2014,34000,Diesel,Automatic,First,20.7,1496,113.98,5,22,9
1118,Volkswagen Polo 1.5 TDI Highline,2014,69000,Diesel,Manual,First,20.14,1498,88.8,5,5.19,9
1119,Skoda Superb Elegance 1.8 TSI AT,2009,108000,Petrol,Automatic,First,13.7,1798,157.75,5,4.35,14
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,34700,Diesel,Automatic,First,10,2148,170,5,24.5,10
1121,Maruti Swift VDi BSIII W/ ABS,2015,79000,Diesel,Manual,First,17.8,1248,75,5,5.75,8
1122,Honda City i VTEC CVT VX,2016,58197,Petrol,Automatic,First,18,1497,117.3,5,9.19,7
1123,BMW 7 Series 2007-2012 740Li,2008,66000,Petrol,Automatic,Second,8.45,2979,321,5,10.75,15
1124,Hyundai i10 Magna AT,2009,60000,Petrol,Automatic,First,19.2,1197,80,5,2.99,14
1125,Maruti Swift Dzire VDI,2014,57000,Diesel,Manual,First,26.59,1248,74,5,3.89,9
1126,Honda City i DTec VX,2018,45555,Diesel,Manual,First,26,1498,98.6,5,11.73,5
1127,Maruti Omni 8 Seater BSIV,2016,55137,Petrol,Manual,First,14,796,35,5,3.11,7
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,2014,93325,Diesel,Manual,Second,17.2,1968,138.1,5,14.45,9
1129,Maruti Ertiga SHVS VDI,2018,38000,Diesel,Manual,First,24.52,1248,88.5,7,8.7,5
1130,Hyundai Grand i10 CRDi Magna,2016,57738,Diesel,Manual,First,24,1120,70,5,5.04,7
1131,Maruti Ciaz VDi Plus SHVS,2017,38282,Diesel,Manual,First,28.09,1248,88.5,5,8.5,6
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2014,64000,Diesel,Automatic,First,19.27,2143,170,5,15.65,9
1133,Fiat Avventura MULTIJET Emotion,2015,32000,Diesel,Manual,First,20.5,1248,91.72,5,5.65,8
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,83000,Petrol,Automatic,First,10.93,2497,204,5,16.5,13
1135,Maruti Zen Estilo LXI Green (CNG),2011,76000,CNG,Manual,First,26.3,998,67.1,5,2,12
1136,Volkswagen Vento Petrol Highline,2012,67200,Petrol,Manual,First,15.04,1598,103.6,5,3.9,11
1137,BMW 3 Series 320d Luxury Line,2013,62655,Diesel,Automatic,First,18.88,1995,184,5,14.5,10
1138,BMW 5 Series 2013-2017 530d M Sport,2015,16900,Diesel,Automatic,First,14.69,2993,258,5,44,8
1139,Hyundai Grand i10 1.2 Kappa Magna,2017,8471,Petrol,Manual,First,18.9,1197,81.86,5,5,6
1140,Toyota Innova Crysta 2.8 ZX AT,2016,69000,Diesel,Automatic,First,11.36,2755,171.5,7,19.75,7
1141,Renault Duster 110PS Diesel RxZ AMT,2017,30090,Diesel,Automatic,First,19.6,1461,108.45,5,11.44,6
1142,Tata Indica Vista Aura 1.3 Quadrajet,2011,120000,Diesel,Manual,First,18,1248,75,5,1.75,12
1143,Maruti Swift VDI BSIV,2013,23000,Diesel,Manual,First,17.8,1248,null ,5,5.6,10
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,2016,35939,Petrol,Manual,First,12.3,1796,185,5,30.42,7
1145,Mahindra XUV500 W8 4WD,2013,116694,Diesel,Manual,First,15.1,2179,140,7,9.57,10
1146,Mahindra Bolero ZLX,2016,40448,Diesel,Manual,First,15.96,2523,62.1,7,3.5,7
1147,Maruti Vitara Brezza ZDi,2018,64456,Diesel,Manual,First,24.3,1248,88.5,5,10.46,5
1148,Fiat Avventura MULTIJET Emotion,2014,52782,Diesel,Manual,First,20.5,1248,91.72,5,4.85,9
1149,Honda Amaze S Petrol,2016,51672,Petrol,Manual,First,19.5,1199,88.76,5,5.68,7
1150,Skoda Superb Elegance 1.8 TSI AT,2015,56073,Petrol,Automatic,First,13.7,1798,157.75,5,13.25,8
1151,Jaguar XF 3.0 Litre S Premium Luxury,2011,65000,Diesel,Automatic,First,14.74,2993,270.9,5,16,12
1152,Maruti Wagon R VXI BSIII,2013,79000,Petrol,Manual,First,18.9,998,67.1,5,3,10
1153,Hyundai Santro Xing XL eRLX Euro III,2007,43206,Petrol,Manual,First,17,1086,null ,5,0.99,16
1154,Toyota Corolla Altis VL,2010,70200,Petrol,Automatic,First,14.53,1798,138.1,5,5,13
1155,Maruti Swift VXi BSIV,2016,42000,Petrol,Manual,First,16.1,1197,85,5,4.75,7
1156,Volkswagen Polo 1.2 MPI Highline,2014,62000,Petrol,Manual,First,16.47,1198,74,5,5.35,9
1157,Hyundai Grand i10 1.2 Kappa Asta,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,5.98,6
1158,Maruti SX4 ZDI,2011,80000,Diesel,Manual,Third,21.5,1248,88.8,5,3.5,12
1159,Hyundai Grand i10 1.2 Kappa Magna,2018,50234,Petrol,Manual,First,18.9,1197,81.86,5,4.77,5
1160,Maruti Baleno Delta 1.2,2016,50003,Petrol,Manual,First,21.4,1197,83.1,5,5.45,7
1161,Tata Tigor 1.2 Revotron XTA,2018,1000,Petrol,Automatic,First,20.3,1199,84,5,6.85,5
1162,Maruti Swift Dzire AMT ZDI,2016,54897,Diesel,Automatic,First,26.59,1248,74,5,7.3,7
1163,Tata Indica GLS BS IV,2007,108995,Petrol,Manual,First,15.3,1193,65.3,5,1.25,16
1164,Maruti SX4 S Cross DDiS 320 Zeta,2015,73000,Diesel,Manual,First,22.7,1598,118,5,8.25,8
1165,Maruti Swift VXI BSIII,2008,65000,Petrol,Manual,First,16.1,1298,88.2,5,2.71,15
1166,Hyundai Xcent 1.2 Kappa SX,2016,32000,Petrol,Manual,First,19.1,1197,82,5,3.6,7
1167,Hyundai i20 1.2 Magna,2010,65000,Petrol,Manual,First,18.5,1197,80,5,3,13
1168,Maruti Celerio VXI AT,2016,21600,Petrol,Automatic,First,23.1,998,67.04,5,4.65,7
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,39000,Diesel,Automatic,First,14.84,2143,170,5,9.5,13
1170,Maruti Swift Dzire VXi,2011,58075,Petrol,Manual,First,17.5,1298,85.8,5,2.95,12
1171,Volkswagen Vento Petrol Trendline,2011,58000,Petrol,Manual,First,15.04,1598,103.6,5,3,12
1172,Maruti Swift ZDi,2015,58000,Diesel,Manual,First,25.2,1248,74,5,5.95,8
1173,Toyota Corolla Altis VL,2008,89000,Petrol,Automatic,First,14.53,1798,138.1,5,4,15
1174,Honda Civic 2006-2010 1.8 V MT,2008,72000,Petrol,Manual,First,13.5,1799,130,5,2.5,15
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,2017,1800,Petrol,Automatic,First,16.05,1499,110.4,5,11.37,6
1176,Fiat Linea Emotion Pack (Diesel),2010,172050,Diesel,Manual,Second,19,1248,93,5,2.25,13
1177,Hyundai i10 Era,2013,46230,Petrol,Manual,First,19.81,1086,68.05,5,3.1,10
1178,Volvo XC60 D5 Inscription,2014,86925,Diesel,Automatic,First,11.2,2400,215,5,17.18,9
1179,Hyundai i20 1.2 Asta,2018,5000,Petrol,Manual,First,18.6,1197,81.83,5,6.5,5
1180,Honda City i DTEC S,2014,66000,Diesel,Manual,First,26,1498,98.6,5,5.7,9
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,119000,Diesel,Manual,First,12.99,2494,100,8,8,10
1182,Renault KWID RXT,2016,45000,Petrol,Manual,First,25.17,799,53.3,5,2.6,7
1183,Maruti A-Star Vxi,2009,66149,Petrol,Manual,First,19,998,66.1,5,2.45,14
1184,Mercedes-Benz B Class B180,2014,42070,Petrol,Automatic,First,14.8,1595,120.7,5,11.57,9
1185,Maruti Wagon R LXI BS IV,2012,35503,Petrol,Manual,First,18.9,998,67.1,5,2.3,11
1186,Maruti Swift VDI BSIV,2016,41460,Diesel,Manual,First,25.2,1248,74,5,5.9,7
1187,Hyundai Verna VTVT 1.6 AT SX Option,2015,40600,Petrol,Automatic,First,17,1591,121.3,5,7.2,8
1188,Hyundai Verna CRDi 1.6 AT SX Option,2013,87000,Diesel,Automatic,First,22,1582,126.2,5,5.9,10
1189,Honda City V MT,2014,30000,Petrol,Manual,Second,16.8,1497,116.3,5,6,9
1190,Hyundai i10 Magna Optional 1.1L,2010,27089,Petrol,Manual,First,16,1086,66.7,5,1.95,13
1191,Toyota Etios GD SP,2016,53702,Diesel,Manual,First,23.59,1364,67.04,5,6.55,7
1192,Volvo S60 D4 Momentum,2015,51000,Diesel,Automatic,First,27.03,1969,190,5,25,8
1193,Ford Figo Diesel EXI,2012,36542,Diesel,Manual,First,20,1399,68.05,5,2.65,11
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2017,15000,Diesel,Automatic,First,13,2987,265,5,69.5,6
1195,BMW 3 Series 320d Luxury Line,2012,65000,Diesel,Automatic,First,22.69,1995,190,5,14,11
1196,Maruti Alto 800 VXI,2014,32000,Petrol,Manual,Second,22.74,796,47.3,5,2.1,9
1197,Toyota Innova Crysta 2.4 VX MT,2017,24393,Diesel,Manual,First,13.68,2393,147.8,7,20.4,6
1198,Volkswagen Polo 1.0 MPI Trendline,2019,1000,Petrol,Manual,First,18.78,999,75,5,5.68,4
1199,Nissan Terrano XL,2014,28238,Petrol,Manual,First,13.24,1598,102.5,5,5.55,9
1200,Mitsubishi Pajero Sport 4X4,2013,59000,Diesel,Manual,First,13.5,2477,175.56,7,12.75,10
1201,Honda Civic 2010-2013 1.8 S MT,2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5,3.35,11
1202,Maruti Alto 800 LXI,2013,56840,Petrol,Manual,First,22.74,796,47.3,5,1.55,10
1203,Volkswagen Vento Diesel Highline,2013,62746,Diesel,Manual,Second,20.54,1598,103.6,5,5.9,10
1204,Land Rover Freelander 2 HSE,2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5,18.98,11
1205,Honda CR-V 2.0L 2WD MT,2014,24000,Petrol,Manual,First,13.7,1997,153.86,5,11.51,9
1206,Maruti Ertiga VDI,2016,54000,Diesel,Manual,First,20.77,1248,88.76,7,7.75,7
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,90000,Diesel,Manual,First,12.99,2494,100.6,7,13.9,7
1208,Tata Manza Aura Safire,2010,40000,Petrol,Manual,First,15,1368,90,5,1.35,13
1209,Audi Q7 35 TDI Quattro Premium Plus,2015,65938,Diesel,Automatic,Second,12.07,2967,241.4,7,38,8
1210,Hyundai Verna 1.6 SX VTVT (O) AT,2017,16100,Petrol,Automatic,First,17.1,1591,121.4,5,11.6,6
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,3600,Diesel,Automatic,First,21.5,1498,108.5,5,12.25,6
1212,Honda City 1.5 S MT,2011,52000,Petrol,Manual,First,17,1497,118,5,3.8,12
1213,Ford Figo Diesel Titanium,2014,54000,Diesel,Manual,First,20,1399,68.05,5,3.25,9
1214,Honda Jazz 1.2 VX i VTEC,2016,15399,Petrol,Manual,First,18.7,1199,88.7,5,6.4,7
1215,Volkswagen Polo Petrol Highline 1.2L,2012,75000,Petrol,Manual,Second,16.47,1198,73.9,5,3.95,11
1216,Honda City i-VTEC S,2010,76752,Petrol,Manual,First,17.4,1497,117.3,5,3.57,13
1217,Honda City ZX GXi,2005,56000,Petrol,Manual,Second,17.7,1497,78,5,1.25,18
1218,Maruti Wagon R LXI CNG,2015,70000,CNG,Manual,First,26.2,998,58.2,5,3.65,8
1219,Honda CR-V 2.4L 4WD AT AVN,2013,46125,Petrol,Automatic,Second,12,2354,187.4,5,12.5,10
1220,BMW 5 Series 2013-2017 520d Luxury Line,2014,35000,Diesel,Automatic,Second,18.12,1995,190,5,23,9
1221,Ambassador Classic Nova Diesel,2003,80000,Diesel,Manual,Third,12.8,1489,35.5,5,1.35,20
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,2012,62729,Diesel,Manual,First,12.05,2179,120,8,6.32,11
1223,Volkswagen Vento Diesel Comfortline,2012,34000,Diesel,Manual,First,20.54,1598,103.6,5,3.4,11
1224,Maruti Zen VX,1999,70000,Petrol,Manual,Second,17.3,993,60,5,0.77,24
1225,Maruti 800 DX BSII,2009,32000,Petrol,Manual,First,16.1,796,37,4,0.9,14
1226,Toyota Corolla Altis 1.8 VL CVT,2017,21000,Petrol,Automatic,First,14.28,1798,138.03,5,18,6
1227,BMW 3 Series 328i Sport Line,2013,49000,Petrol,Automatic,First,14.59,1997,245,5,19,10
1228,Ford Ikon 1.3 Flair,2007,40000,Petrol,Manual,Third,13.8,1299,70,5,1.1,16
1229,Chevrolet Beat LT,2012,78000,Petrol,Manual,Second,18.6,1199,79.4,5,2,11
1230,Toyota Corolla Altis 1.4 DG,2012,52000,Diesel,Manual,First,21.43,1364,86.79,5,6.5,11
1231,Mahindra XUV500 W4,2014,65213,Diesel,Manual,First,16,2179,140,7,9.45,9
1232,Hyundai Xcent 1.1 CRDi Base,2016,170000,Diesel,Manual,First,24.4,1120,71,5,4,7
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2017,36884,Diesel,Automatic,First,13,2143,204,5,32.25,6
1234,Hyundai i10 Sportz,2009,62500,Petrol,Manual,First,20.36,1197,78.9,5,2.1,14
1235,Toyota Corolla Altis VL AT,2015,68000,Petrol,Automatic,Second,14.28,1798,138.03,5,9.75,8
1236,Toyota Corolla 1.8 J,2014,40748,Petrol,Manual,First,14.53,1798,138,5,6.3,9
1237,Audi Q3 2.0 TDI Quattro,2013,60000,Diesel,Automatic,First,17.32,1968,184,5,21,10
1238,Hyundai i20 Magna Optional 1.4 CRDi,2014,12400,Diesel,Manual,First,21.9,1396,88.8,5,4.65,9
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2013,87000,Diesel,Automatic,Second,19.27,2143,167.62,5,17,10
1240,Maruti Ritz VDi,2013,20248,Diesel,Manual,First,21.1,1248,73.9,5,4.35,10
1241,Hyundai Creta 1.6 SX Plus Diesel,2017,52383,Diesel,Manual,First,19.67,1582,126.2,5,14.82,6
1242,Jaguar XE 2.0L Diesel Prestige,2018,1000,Diesel,Automatic,First,13.6,1999,177,5,40,5
1243,Mahindra Xylo D4,2016,85000,Diesel,Manual,First,14.95,2489,93.7,7,6.15,7
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,47000,Diesel,Manual,First,12.99,2494,100.6,7,11.25,9
1245,Toyota Camry 2.5 Hybrid,2018,17585,Petrol,Automatic,First,19.16,2494,157.7,5,32,5
1246,Audi Q5 3.0 TDI Quattro,2018,32496,Diesel,Automatic,First,13.22,2967,241.4,5,45.62,5
1247,Maruti Swift VDI,2017,34613,Diesel,Manual,First,28.4,1248,74,5,6.24,6
1248,Maruti Ertiga VDI Limited Edition,2015,153000,Diesel,Manual,First,20.77,1248,88.76,7,4.8,8
1249,Maruti Swift VXi BSIV,2014,54000,Petrol,Manual,Second,16.1,1197,85,5,4.5,9
1250,Hyundai i10 Sportz,2015,16900,Petrol,Manual,First,20.36,1197,78.9,5,3.87,8
1251,Hyundai i10 Sportz,2013,62334,Petrol,Manual,First,20.36,1197,78.9,5,2.75,10
1252,Maruti Baleno Sigma 1.2,2018,23714,Petrol,Manual,First,21.4,1197,83.1,5,6.57,5
1253,Hyundai Aent Executive,2010,52325,Petrol,Manual,First,16.36,1495,93.7,5,2,13
1254,Honda Brio S MT,2012,50000,Petrol,Manual,First,19.4,1198,86.8,5,3.65,11
1255,Maruti Swift ZDi,2016,55746,Diesel,Manual,First,22.9,1248,74,5,6.95,7
1256,Hyundai Xcent 1.2 VTVT S,2014,54000,Petrol,Manual,First,20.14,1197,81.86,5,5.5,9
1257,Mahindra XUV500 W8 2WD,2013,43000,Diesel,Manual,First,16,2179,140,7,7,10
1258,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,40000,Diesel,Automatic,First,13,2143,201.1,5,24,9
1259,Land Rover Freelander 2 TD4 S,2010,125000,Diesel,Automatic,Second,0,2179,115,5,11,13
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2016,51944,Diesel,Automatic,First,19.27,2143,170,5,32.5,7
1261,Hyundai i20 Asta 1.4 CRDi,2015,46950,Diesel,Manual,First,21.27,1396,88.76,5,6.45,8
1262,Skoda Octavia Elegance 2.0 TDI AT,2015,23000,Diesel,Automatic,First,19.3,1968,141,5,15.75,8
1263,Honda City 1.5 S MT,2014,54546,Petrol,Manual,First,17,1497,118,5,5.5,9
1264,Toyota Fortuner 4x2 AT,2015,51535,Diesel,Automatic,First,12.55,2982,168.5,7,19.03,8
1265,Audi Q3 2.0 TDI Quattro,2013,45000,Diesel,Automatic,First,17.32,1968,184,5,15.25,10
1266,Maruti Alto K10 2010-2014 VXI,2012,46004,Petrol,Manual,First,20.92,998,67.1,5,2.4,11
1267,Tata Indigo eCS LX BSIV,2011,124000,Diesel,Manual,First,23.03,1396,69,5,2.3,12
1268,Audi A4 2.0 TDI 177  Premium Plus,2014,77395,Diesel,Automatic,First,17.11,1968,174.33,5,14.35,9
1269,Maruti Alto 800 2016-2019 CNG LXI,2018,10600,CNG,Manual,First,33.44,796,40.3,4,3.5,5
1270,Honda City i-VTEC CVT VX,2018,22974,Petrol,Automatic,First,18,1497,117.3,5,11.97,5
1271,Hyundai Santro GLS I - Euro II,2009,89000,Petrol,Manual,Second,0,999,null ,5,1.6,14
1272,Toyota Fortuner 2.8 2WD MT,2015,65012,Diesel,Manual,First,14.24,2755,174.5,7,18.9,8
1273,Hyundai Grand i10 Sportz,2017,17125,Petrol,Manual,First,18.9,1197,82,5,5.4,6
1274,Maruti Eeco 7 Seater Standard,2015,90413,Petrol,Manual,First,15.1,1196,73,7,2.95,8
1275,Volkswagen Polo Petrol Highline 1.2L,2013,37000,Petrol,Manual,First,16.47,1198,73.9,5,5.1,10
1276,Maruti Wagon R LXI Minor,2006,65000,Petrol,Manual,First,18.9,1061,67,5,1.5,17
1277,Honda City 1.5 V MT,2011,66000,Petrol,Manual,First,17,1497,118,5,4.9,12
1278,Honda Civic 2010-2013 1.8 S MT,2010,86000,Petrol,Manual,First,14.8,1799,130.2,5,2.9,13
1279,Honda City 1.5 EXI,2005,98437,Petrol,Manual,First,13,1493,100,5,1.15,18
1280,Hyundai i20 1.2 Magna,2010,18000,Petrol,Manual,First,18.5,1197,80,5,2.3,13
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,2018,35070,Diesel,Manual,First,24,1120,70,5,5.99,5
1282,Volkswagen Vento Petrol Highline AT,2011,42000,Petrol,Automatic,Third,14.4,1598,103.6,5,3.4,12
1283,Hyundai i10 Sportz 1.2,2009,40000,Petrol,Manual,First,20.36,1197,78.9,5,1.7,14
1284,Hyundai i20 Asta,2009,43000,Petrol,Manual,First,17,1197,80,5,1.99,14
1285,Chevrolet Beat LS,2012,65000,Petrol,Manual,First,18.6,1199,79.4,5,2.5,11
